Date,Open,High,Low,Close,Adj Close,Volume,Growth
2016/3/7,407.756989,415.916992,406.30899,414.321014,414.321014,85762400,6.564025
2016/3/8,414.464996,416.243011,411.093994,413.971985,413.971985,70311696,-0.493011
2016/3/9,413.894012,416.032013,411.605988,414.859985,414.859985,70012304,0.965973
2016/3/10,414.743988,417.511993,413.251007,417.131012,417.131012,81022896,2.387024
2016/3/11,417.238007,423.925995,417.013,421.690002,421.690002,73969696,4.451995
2016/3/12,421.605011,421.795013,410.093994,411.623993,411.623993,92712896,-9.981018
2016/3/13,411.64801,416.604004,411.641998,414.065002,414.065002,74322800,2.416992
2016/3/14,414.200989,416.68399,414.200989,416.437988,416.437988,95259400,2.236999
2016/3/15,416.388,418.131012,414.984985,416.829987,416.829987,66781700,0.441987
2016/3/16,416.888,417.686005,415.911987,417.010986,417.010986,65185800,0.122986
2016/3/17,417.889008,420.997009,417.889008,420.621002,420.621002,83528600,2.731994
2016/3/18,420.546997,420.546997,406.136993,409.548004,409.548004,104940000,-10.998993
2016/3/19,409.265015,410.984009,407.230011,410.444,410.444,58423000,1.178985
2016/3/20,410.401001,414.625,410.401001,413.755005,413.755005,45947900,3.354004
2016/3/21,413.417999,413.417999,410.381012,413.307007,413.307007,61655400,-0.110992
2016/3/22,413.131989,418.375,412.531006,418.088989,418.088989,66813300,4.957
2016/3/23,418.161011,419.268005,417.364014,418.040985,418.040985,61444200,-0.120026
2016/3/24,418.424011,418.679993,415.485992,416.394012,416.394012,68346704,-2.029999
2016/3/25,416.507996,418.079987,415.558014,417.177002,417.177002,52560000,0.669006
2016/3/26,417.36499,418.987,416.259003,417.945007,417.945007,44650400,0.580017
2016/3/27,418.140015,428.796997,417.710999,426.765015,426.765015,71229400,8.625
2016/3/28,426.548004,426.856995,423.292999,424.230988,424.230988,68522800,-2.317016
2016/3/29,424.303986,426.203003,412.681,416.515991,416.515991,75411504,-7.787995
2016/3/30,416.834015,416.834015,412.496002,414.81601,414.81601,66034100,-2.018005
2016/3/31,415.256989,418.368988,415.256989,416.729004,416.729004,60215200,1.472015
2016/4/1,416.76001,418.173004,415.830994,417.959991,417.959991,51235700,1.199981
2016/4/2,418.421997,422.080994,418.421997,420.872986,420.872986,45681200,2.450989
2016/4/3,421.173004,421.579987,419.696991,420.903992,420.903992,38053700,-0.269012
2016/4/4,421.299011,422.342987,419.601013,421.444,421.444,50634300,0.144989
2016/4/5,421.016998,424.256989,420.614014,424.029999,424.029999,60718000,3.013001
2016/4/6,424.283997,424.527008,422.729004,423.412994,423.412994,59091000,-0.871003
2016/4/7,423.619995,423.657013,420.518005,422.744995,422.744995,57858600,-0.875
2016/4/8,422.907013,425.360992,419.63501,420.348999,420.348999,63454700,-2.558014
2016/4/9,420.811005,420.890991,416.515015,419.411011,419.411011,49792700,-1.399994
2016/4/10,419.59201,422.434998,419.256989,421.563995,421.563995,73478600,1.971985
2016/4/11,421.872009,422.739014,420.53299,422.483002,422.483002,50747500,0.610993
2016/4/12,422.842987,427.277008,422.842987,425.190002,425.190002,70728800,2.347015
2016/4/13,425.631989,426.65799,422.915985,423.734009,423.734009,69060400,-1.89798
2016/4/14,423.934998,425.371002,423.013,424.282013,424.282013,45281000,0.347015
2016/4/15,424.427002,429.928009,424.427002,429.713013,429.713013,54801500,5.286011
2016/4/16,429.575012,432.625,428.984009,430.571991,430.571991,39392800,0.996979
2016/4/17,430.635986,431.371002,426.07901,427.398987,427.398987,52125900,-3.236999
2016/4/18,427.610992,429.273987,427.085999,428.591003,428.591003,55670900,0.980011
2016/4/19,428.703003,436.019989,428.104004,435.509003,435.509003,52810500,6.806
2016/4/20,435.324005,443.053986,434.406006,441.389008,441.389008,72890096,6.065003
2016/4/21,441.415985,450.548004,440.951996,449.424988,449.424988,68204704,8.009003
2016/4/22,449.687988,449.809998,444.149994,445.737,445.737,58804400,-3.950988
2016/4/23,445.860992,450.282013,444.330994,450.282013,450.282013,50485400,4.421021
2016/4/24,450.559998,460.145996,448.928009,458.554993,458.554993,68198400,7.994995
2016/4/25,459.121002,466.619995,453.59201,461.425995,461.425995,87091800,2.304993
2016/4/26,461.64801,467.964996,461.621002,466.088989,466.088989,78971904,4.440979
2016/4/27,466.261993,467.07901,444.134003,444.687012,444.687012,93564896,-21.574981
2016/4/28,445.037994,449.550995,436.649994,449.010986,449.010986,74064704,3.972992
2016/4/29,449.40799,455.384003,446.016998,455.096985,455.096985,49258500,5.688995
2016/4/30,455.178009,455.587006,447.696991,448.317993,448.317993,69322600,-6.860016
2016/5/1,448.484009,452.479004,447.927002,451.875,451.875,40660100,3.390991
2016/5/2,451.933014,452.445007,441.776001,444.669006,444.669006,92127000,-7.264008
2016/5/3,444.72699,451.096985,442.617004,450.303986,450.303986,59366400,5.576996
2016/5/4,450.183014,450.377991,445.630005,446.721985,446.721985,50407300,-3.461029
2016/5/5,446.710999,448.506012,445.882996,447.976013,447.976013,50440800,1.265014
2016/5/6,447.941986,461.375,447.067993,459.602997,459.602997,72796800,11.661011
2016/5/7,459.639008,460.674988,457.324005,458.536011,458.536011,38364500,-1.102997
2016/5/8,458.428986,459.416992,455.983002,458.548004,458.548004,40315000,0.119018
2016/5/9,458.205994,462.480988,456.531006,460.483002,460.483002,55493100,2.277008
2016/5/10,460.518005,461.928986,448.95401,450.894989,450.894989,58956100,-9.623016
2016/5/11,450.864014,454.575989,450.864014,452.727997,452.727997,50605200,1.863983
2016/5/12,452.446991,454.949005,449.25,454.765991,454.765991,59849300,2.319
2016/5/13,454.850006,457.054993,453.453003,455.670013,455.670013,60845000,0.820007
2016/5/14,455.822998,456.835999,454.786011,455.67099,455.67099,37209000,-0.152008
2016/5/15,455.759003,458.691986,455.459015,457.567993,457.567993,28514000,1.80899
2016/5/16,457.585999,458.200012,452.945007,454.162994,454.162994,59171500,-3.423005
2016/5/17,454.009003,455.071991,453.605011,453.78299,453.78299,64100300,-0.226013
2016/5/18,453.69101,455.997986,453.299011,454.618988,454.618988,86850096,0.927978
2016/5/19,454.523987,454.632996,438.714996,438.714996,438.714996,96027400,-15.808991
2016/5/20,437.792999,444.053986,437.389008,442.675995,442.675995,81987904,4.882996
2016/5/21,442.966003,443.778015,441.705994,443.187988,443.187988,42762300,0.221985
2016/5/22,443.217987,443.427002,439.035004,439.322998,439.322998,39657600,-3.894989
2016/5/23,439.347992,444.345001,438.822998,444.154999,444.154999,50582500,4.807007
2016/5/24,444.290985,447.100006,443.929993,445.980988,445.980988,65783100,1.690003
2016/5/25,446.062012,450.298004,446.062012,449.598999,449.598999,65231000,3.536987
2016/5/26,449.671997,453.644012,447.895996,453.384003,453.384003,65203800,3.712006
2016/5/27,453.520996,478.148987,453.520996,473.463989,473.463989,164780992,19.942993
2016/5/28,473.028992,533.473022,472.699005,530.039978,530.039978,181199008,57.010986
2016/5/29,527.47699,553.960022,512.179016,526.232971,526.232971,148736992,-1.244019
2016/5/30,528.471008,544.348999,522.963013,533.864014,533.864014,87958704,5.393006
2016/5/31,534.190979,546.617981,520.661987,531.385986,531.385986,138450000,-2.804993
2016/6/1,531.106995,543.080017,525.635986,536.919983,536.919983,86061800,5.812988
2016/6/2,536.515015,540.35199,533.078003,537.971985,537.971985,60378200,1.45697
2016/6/3,537.682007,574.638,536.919983,569.19397,569.19397,122020000,31.511963
2016/6/4,569.705017,590.132019,564.237976,572.72699,572.72699,94925296,3.021973
2016/6/5,573.307983,582.807983,569.177979,574.97699,574.97699,68874096,1.669007
2016/6/6,574.60199,586.469971,574.60199,585.536987,585.536987,72138896,10.934997
2016/6/7,585.445007,590.258972,567.513977,576.596985,576.596985,107770000,-8.848022
2016/6/8,577.166992,582.838989,573.130005,581.64502,581.64502,80265800,4.478028
2016/6/9,582.203003,582.203003,570.950989,574.630005,574.630005,71301000,-7.572998
2016/6/10,575.836975,579.127014,573.325012,577.469971,577.469971,66991900,1.632996
2016/6/11,578.674011,607.116028,578.674011,606.72699,606.72699,82357000,28.052979
2016/6/12,609.684021,684.843994,607.039001,672.783997,672.783997,277084992,63.099976
2016/6/13,671.653992,716.004028,664.487,704.375977,704.375977,243295008,32.721985
2016/6/14,704.504028,704.504028,662.804016,685.559021,685.559021,186694000,-18.945007
2016/6/15,685.684998,696.302979,672.560974,694.468994,694.468994,99223800,8.783996
2016/6/16,696.52301,773.721985,696.52301,766.307983,766.307983,271633984,69.784973
2016/6/17,768.487,775.356018,716.55603,748.908997,748.908997,363320992,-19.578003
2016/6/18,748.755981,777.98999,733.929016,756.22699,756.22699,252718000,7.471009
2016/6/19,756.687988,766.620972,745.627991,763.781006,763.781006,136184992,7.093018
2016/6/20,763.927002,764.083984,732.72699,737.226013,737.226013,174511008,-26.700989
2016/6/21,735.882996,735.882996,639.070007,666.651978,666.651978,309944000,-69.231018
2016/6/22,665.914978,678.669983,587.482971,596.116028,596.116028,266392992,-69.79895
2016/6/23,597.442993,629.327026,558.138977,623.97699,623.97699,253462000,26.533997
2016/6/24,625.575012,681.72699,625.271973,665.299011,665.299011,224316992,39.723999
2016/6/25,665.281006,691.731018,646.559021,665.122986,665.122986,126656000,-0.15802
2016/6/26,665.93103,665.97998,616.934021,629.367004,629.367004,109225000,-36.564026
2016/6/27,629.348999,655.275024,620.523987,655.275024,655.275024,122134000,25.926025
2016/6/28,658.10199,659.247986,637.77301,647.000977,647.000977,138384992,-11.101013
2016/6/29,644.122009,644.682007,628.283997,639.890015,639.890015,142456000,-4.231994
2016/6/30,640.591003,675.403015,636.607971,673.336975,673.336975,138980000,32.745972
2016/7/1,672.515015,686.153992,669.593994,676.296021,676.296021,134431008,3.781006
2016/7/2,676.734009,703.702026,676.398987,703.702026,703.702026,112354000,26.968017
2016/7/3,704.968018,704.968018,649.008972,658.664001,658.664001,129512000,-46.304017
2016/7/4,658.804016,683.661987,650.507996,683.661987,683.661987,92008400,24.857971
2016/7/5,683.208984,683.491028,665.065979,670.627014,670.627014,130476000,-12.58197
2016/7/6,670.41803,681.89801,670.41803,677.330994,677.330994,134960992,6.912964
2016/7/7,678.090027,682.432007,611.833984,640.562012,640.562012,258091008,-37.528015
2016/7/8,640.687988,666.70697,636.46698,666.52301,666.52301,141970000,25.835022
2016/7/9,666.383972,666.383972,633.398987,650.960022,650.960022,180536000,-15.42395
2016/7/10,650.598999,652.294006,641.263977,649.359985,649.359985,102532000,-1.239014
2016/7/11,648.484009,659.629028,644.97998,647.658997,647.658997,107910000,-0.825012
2016/7/12,648.28302,675.258972,646.778992,664.551025,664.551025,138172992,16.268005
2016/7/13,664.796997,668.700012,654.468018,654.468018,654.468018,131449000,-10.328979
2016/7/14,652.922974,662.901978,652.922974,658.078003,658.078003,98511400,5.155029
2016/7/15,659.171021,667.077026,659.039978,663.255005,663.255005,81673104,4.083984
2016/7/16,663.781006,666.460022,659.333984,660.767029,660.767029,50330200,-3.013977
2016/7/17,661.992981,682.36499,661.992981,679.458984,679.458984,74407904,17.466003
2016/7/18,679.809021,681.554993,668.625,673.106018,673.106018,69465000,-6.703003
2016/7/19,672.737976,673.276978,667.632019,672.864014,672.864014,61203300,0.126038
2016/7/20,672.80603,672.929016,663.359985,665.684998,665.684998,94636400,-7.121032
2016/7/21,665.228027,666.218994,660.414978,665.012024,665.012024,60491800,-0.216003
2016/7/22,664.921997,666.583008,646.721985,650.619019,650.619019,134169000,-14.302978
2016/7/23,650.726013,656.366028,648.523987,655.55603,655.55603,69532200,4.830017
2016/7/24,655.409973,663.109985,652.79303,661.284973,661.284973,118184000,5.875
2016/7/25,661.263,661.828003,653.39502,654.096985,654.096985,78176496,-7.166015
2016/7/26,654.226013,656.224976,645.879028,651.783997,651.783997,225135008,-2.442016
2016/7/27,651.627014,657.455994,648.447021,654.35199,654.35199,147460992,2.724976
2016/7/28,654.492004,657.594971,654.492004,655.034973,655.034973,86428400,0.542969
2016/7/29,655.111023,657.796021,654.786011,656.992004,656.992004,60703500,1.880981
2016/7/30,657.012024,658.223022,654.208984,655.046997,655.046997,38456100,-1.965027
2016/7/31,655.099976,655.284973,624.36499,624.68103,624.68103,110818000,-30.418946
2016/8/1,624.60199,626.119019,605.883972,606.271973,606.271973,121887000,-18.330017
2016/8/2,606.396973,612.848022,531.333984,547.465027,547.465027,330932992,-58.931946
2016/8/3,548.656006,573.359985,541.546997,566.35498,566.35498,207982000,17.698974
2016/8/4,566.328979,579.495972,565.776978,578.289001,578.289001,125292000,11.960022
2016/8/5,578.281006,578.281006,569.981995,575.04303,575.04303,66127900,-3.237976
2016/8/6,575.030029,588.395996,569.468994,587.778015,587.778015,80797296,12.747986
2016/8/7,587.770996,597.513,586.815979,592.690002,592.690002,82398400,4.919006
2016/8/8,592.736023,592.994019,588.046997,591.054016,591.054016,61194100,-1.682007
2016/8/9,591.038025,591.091003,584.79303,587.801025,587.801025,92228096,-3.237
2016/8/10,587.64801,599.984009,586.370972,592.103027,592.103027,102905000,4.455017
2016/8/11,592.124023,597.541992,589.119995,589.119995,589.119995,74514400,-3.004028
2016/8/12,588.797974,589.909973,583.810974,587.559021,587.559021,69218000,-1.238953
2016/8/13,587.356995,589.773987,584.979004,585.588013,585.588013,43563000,-1.768982
2016/8/14,585.588989,585.666016,564.781006,570.473022,570.473022,60851100,-15.115967
2016/8/15,570.494019,573.580017,563.23999,567.23999,567.23999,57262300,-3.254029
2016/8/16,567.242981,581.737976,566.716003,577.439026,577.439026,58405200,10.196045
2016/8/17,577.760986,580.893982,571.429993,573.216003,573.216003,54443000,-4.544983
2016/8/18,573.70697,577.791992,573.429993,574.317993,574.317993,59896600,0.611023
2016/8/19,574.338989,578.237976,574.182007,575.630005,575.630005,50631600,1.291016
2016/8/20,576.083984,582.817993,575.45697,581.697021,581.697021,45301400,5.613037
2016/8/21,581.939026,584.15802,580.218018,581.307983,581.307983,38299400,-0.631043
2016/8/22,581.310974,588.447998,580.593994,586.752991,586.752991,72844000,5.442017
2016/8/23,586.770996,589.473999,581.633972,583.414978,583.414978,85349200,-3.356018
2016/8/24,583.411987,583.590027,579.85498,580.182007,580.182007,56328200,-3.22998
2016/8/25,580.179993,580.450989,575.166992,577.760986,577.760986,136130000,-2.419007
2016/8/26,577.752991,580.622986,576.857971,579.651001,579.651001,48856800,1.89801
2016/8/27,579.452026,579.844971,568.630005,569.947021,569.947021,59698300,-9.505005
2016/8/28,569.830017,574.038025,569.73999,573.911987,573.911987,86301600,4.08197
2016/8/29,574.070984,576.278015,573.465027,574.106995,574.106995,110398000,0.036011
2016/8/30,574.114014,578.356995,574.114014,577.502991,577.502991,70342400,3.388977
2016/8/31,577.591003,577.861023,573.642029,575.471985,575.471985,75840896,-2.119018
2016/9/1,575.546021,576.310974,571.814026,572.302979,572.302979,76923400,-3.243042
2016/9/2,572.409973,575.643005,570.810974,575.536987,575.536987,79910800,3.127014
2016/9/3,575.554993,599.5,574.05603,598.211975,598.211975,159014000,22.656982
2016/9/4,598.590027,611.836975,596.848022,608.633972,608.633972,97942896,10.043945
2016/9/5,608.98999,609.054993,602.242004,606.590027,606.590027,82446800,-2.399963
2016/9/6,606.505981,610.830017,605.091003,610.435974,610.435974,78529104,3.929993
2016/9/7,610.572998,614.544983,608.513,614.544006,614.544006,75032400,3.971008
2016/9/8,614.63501,628.77002,613.843994,626.315979,626.315979,86713000,11.680969
2016/9/9,626.35199,626.830017,620.263,622.861023,622.861023,64550200,-3.490967
2016/9/10,622.927002,625.094971,622.39502,623.508972,623.508972,45016800,0.58197
2016/9/11,623.424011,628.817993,600.505981,606.718994,606.718994,73610800,-16.705017
2016/9/12,607.005005,608.458984,605.411011,608.242981,608.242981,72812304,1.237976
2016/9/13,608.025024,611.192993,606.924988,609.241028,609.241028,86920600,1.216004
2016/9/14,608.841003,611.952026,608.409973,610.684021,610.684021,47877700,1.843018
2016/9/15,610.588013,611.085999,607.155029,607.155029,607.155029,59464600,-3.432984
2016/9/16,607.245972,609.260986,606.734985,606.973022,606.973022,64963400,-0.27295
2016/9/17,607.218018,607.859985,605.192017,605.984009,605.984009,37140300,-1.234009
2016/9/18,606.28302,610.15802,605.856018,609.874023,609.874023,48679400,3.591003
2016/9/19,609.870972,610.932007,608.27002,609.22699,609.22699,54796400,-0.643982
2016/9/20,609.254028,609.525024,607.937988,608.312012,608.312012,72710896,-0.942016
2016/9/21,603.588013,603.588013,595.882996,597.148987,597.148987,82776200,-6.439026
2016/9/22,597.278992,598.487,596.213013,596.297974,596.297974,67085300,-0.981018
2016/9/23,596.198975,603.205017,595.786011,602.84198,602.84198,51067000,6.643005
2016/9/24,602.960999,604.580017,602.044983,602.625,602.625,35359500,-0.335999
2016/9/25,602.749023,603.380981,599.710999,600.825989,600.825989,33977800,-1.923034
2016/9/26,600.807007,608.143005,600.348999,608.04303,608.04303,59153800,7.236023
2016/9/27,608.021973,608.247986,604.109985,606.166016,606.166016,49422400,-1.855957
2016/9/28,606.242981,606.590027,604.606995,604.728027,604.728027,48722600,-1.514954
2016/9/29,605.018982,606.823975,604.848022,605.692993,605.692993,55658600,0.674011
2016/9/30,605.715027,609.734985,604.142029,609.734985,609.734985,56122400,4.019958
2016/10/1,609.929016,615.237,609.929016,613.982971,613.982971,56357000,4.053955
2016/10/2,613.947998,614.005005,609.682007,610.892029,610.892029,39249800,-3.055969
2016/10/3,610.968018,612.567993,610.455017,612.132996,612.132996,46798300,1.164978
2016/10/4,612.052002,612.054016,609.479004,610.203979,610.203979,49801600,-1.848023
2016/10/5,610.218018,613.814026,609.617004,612.510986,612.510986,68077504,2.292968
2016/10/6,612.469971,613.81897,611.468994,613.020996,613.020996,56812100,0.551025
2016/10/7,612.607971,617.911987,611.820984,617.120972,617.120972,64071400,4.513001
2016/10/8,617.341003,619.848999,617.341003,619.107971,619.107971,42345900,1.766968
2016/10/9,619.171997,619.197998,616.606995,616.752014,616.752014,39243400,-2.419983
2016/10/10,616.822021,621.317993,616.197021,618.994019,618.994019,67481104,2.171998
2016/10/11,619.237976,642.080017,618.5,641.072021,641.072021,103590000,21.834045
2016/10/12,640.870972,641.336975,635.965027,636.192017,636.192017,92370200,-4.678955
2016/10/13,636.030029,638.833008,635.028992,636.786011,636.786011,61620700,0.755982
2016/10/14,637.007996,641.284973,637.007996,640.377991,640.377991,58144600,3.369995
2016/10/15,640.310974,642.10199,637.390015,638.645996,638.645996,39035400,-1.664978
2016/10/16,639.083008,642.89801,638.901001,641.630981,641.630981,40298100,2.547973
2016/10/17,641.817993,642.328003,638.663025,639.192993,639.192993,58063600,-2.625
2016/10/18,639.411011,640.736023,635.995972,637.960022,637.960022,65546700,-1.450989
2016/10/19,638.133972,638.874023,628.013,630.52002,630.52002,69381696,-7.613952
2016/10/20,630.663025,631.916992,628.257996,630.856995,630.856995,56957300,0.19397
2016/10/21,630.825012,634.093994,630.69397,632.828003,632.828003,55951000,2.002991
2016/10/22,633.135986,658.197021,632.849976,657.294006,657.294006,78556496,24.15802
2016/10/23,657.620972,661.129028,653.885986,657.070984,657.070984,54474600,-0.549988
2016/10/24,657.161011,657.252014,652.594971,653.760986,653.760986,62218200,-3.400025
2016/10/25,654.002014,664.424011,653.697998,657.588013,657.588013,90378800,3.585999
2016/10/26,657.677979,679.728027,657.677979,678.304016,678.304016,88877104,20.626037
2016/10/27,678.213989,688.593994,678.039978,688.312988,688.312988,96105296,10.098999
2016/10/28,688,690.44397,684.161987,689.651001,689.651001,81145504,1.651001
2016/10/29,690.289001,720.401978,690.052002,714.479004,714.479004,134760992,24.190003
2016/10/30,714.117981,714.117981,696.474976,701.864014,701.864014,100665000,-12.253967
2016/10/31,702.640015,709.289001,691.682007,700.971985,700.971985,97064400,-1.66803
2016/11/1,701.336975,736.452026,701.336975,729.79303,729.79303,130527000,28.456055
2016/11/2,730.065979,740.828979,722.348999,740.828979,740.828979,84865200,10.763
2016/11/3,742.346008,745.77301,678.156006,688.700012,688.700012,172808000,-53.645996
2016/11/4,689.124023,706.929993,685.562988,703.234985,703.234985,99907696,14.110962
2016/11/5,703.525024,707.51001,697.739014,703.41803,703.41803,53752300,-0.106994
2016/11/6,703.812012,714.257996,699.559998,711.521973,711.521973,59902200,7.709961
2016/11/7,710.736023,710.736023,699.903015,703.130981,703.130981,65047100,-7.605042
2016/11/8,703.088989,712.987,702.390015,709.848022,709.848022,79660800,6.759033
2016/11/9,709.825012,740.046021,708.609985,723.27301,723.27301,132429000,13.447998
2016/11/10,722.843994,723.018005,711.210022,715.533997,715.533997,68807800,-7.309997
2016/11/11,715.554993,718.317993,714.409973,716.411011,716.411011,63119700,0.856018
2016/11/12,716.752014,717.14801,704.034973,705.054016,705.054016,64622500,-11.697998
2016/11/13,705.195984,705.257019,687.315002,702.031006,702.031006,80318096,-3.164978
2016/11/14,701.997009,706.283997,699.807983,705.020996,705.020996,62993000,3.023987
2016/11/15,705.794006,715.718018,705.26001,711.619019,711.619019,72038496,5.825013
2016/11/16,711.166992,747.61499,709.039001,744.197998,744.197998,141294000,33.031006
2016/11/17,744.875977,755.64502,739.510986,740.97699,740.97699,108579000,-3.898987
2016/11/18,740.705017,752.882019,736.890015,751.585022,751.585022,87363104,10.880005
2016/11/19,751.833008,756.237,744.46698,751.616028,751.616028,110608000,-0.21698
2016/11/20,751.879028,755.47998,717.94397,731.026001,731.026001,154116000,-20.853027
2016/11/21,731.265015,741.721985,730.51001,739.247986,739.247986,60802400,7.982971
2016/11/22,739.643005,753.869995,736.526978,751.346985,751.346985,129906000,11.70398
2016/11/23,751.741028,752.25,738.924011,744.593994,744.593994,76543800,-7.147034
2016/11/24,744.619995,746.83197,733.48999,740.289001,740.289001,85919296,-4.330994
2016/11/25,740.442017,741.648987,734.591003,741.648987,741.648987,67807600,1.20697
2016/11/26,741.510986,742.213989,729.625,735.382019,735.382019,54962700,-6.128967
2016/11/27,735.437012,739.018005,731.085022,732.034973,732.034973,52601800,-3.402039
2016/11/28,732.484009,738.005981,732.484009,735.812988,735.812988,61888600,3.328979
2016/11/29,736.328979,737.471008,734.559021,735.604004,735.604004,68511104,-0.724975
2016/11/30,736.283997,747.929016,736.265015,745.690979,745.690979,84070800,9.406982
2016/12/1,746.046021,758.275024,746.046021,756.773987,756.773987,80461904,10.727966
2016/12/2,757.544983,781.296021,757.544983,777.94397,777.94397,127605000,20.398987
